Company/Brand,Year,HQ,Sector,Revenue,Founders,Investor,Amount($),Stage,What it does,Latitude,Longitude
Fountain9,2021,Mumbai,Computer software,13300000,"Niki Khokale, Rajas Lonkar","021 Capital, Y Combinator",1900000,Seed,"Fountain9 is a Y Combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, DTC and retail companies.",19.0759837,72.8776559
Rockclimber,2021,Bangalore,Food & Beverages,7000000,"Deepak Poduval, Hariprasad Shetty",Anand Prakash Sharma,1000000,,RockClimber is a new age beverage brand with a portfolio of alcoholic and non alcoholic drinks.,12.9715987,77.5945627
SpEd@home,2021,Mumbai,EdtTech,2100000,Dhaval Mody,,300000,,"Provide Remediation, Occupational Therapy, Speech Therapy and Socio-emotional coaching for children with Learning Disabilities like Dyslexia, Dysgraphia, Dyscalculia",19.0759837,72.8776559
Green Soul,2021,Ambernath,Consumer Goods,1400000,Ravi Khushwani,velocity.in,200000,,Green Soul is No.1 brand on Amazon India in Ergonomic chairs category in terms of customer reviews.,19.1825167,73.1926023
Shiprocket,2021,New Delhi,Logistics & Supply Chain,287000000,"Saahil Goel, Akshay Ghulati","March Capital, Tribe Capital",41000000,Series D1,India's #1 eCommerce Logistics and Shipping Solution Empowering over 1 Lakh Indian eCommerce Sellers.,28.6139391,77.2090212
DealShare,2021,Bangalore,Health Care,1008000000,"Rajat Shikhar, Vineet Rao, Sourjyendu Medda",Tiger Global,144000000,,The next generation disruptive (social) e-commerce product for the masses.,12.9715987,77.5945627
Teachmint,2021,Bangalore,EdtTech,140000000,"Mihir Gupta, Payoj Jain, Divyansh Bordia, Anshuman Kumar",Learn Capital,20000000,Pre-series B,Teachmint is an all-in-one education technology platform created specifically for the tutors of the digital age.,12.9715987,77.5945627
Vahak,2021,Bangalore,Transportation,35000000,"Vikas Chandrawat, Karan Shaha",RTP Global,5000000,Pre-series A,Building India's Largest & Most Trusted Online Transport Marketplace & Directory,12.9715987,77.5945627
goSTOPS,2021,New Delhi,Hospitality,7000000,"Pallavi Agarwal, Pankaj Parwanda","IAN, Yuj Ventures",1000000,Pre-series A,goSTOPS aims to be India?s biggest and most loved backpacker hostel brand.,28.6139391,77.2090212
Powerplay,2021,Bangalore,Construction,36400000,"Shubham Goyal, Lesh Dixit","Sequoia?s Surge, Accel Partners",5200000,,Powerplay helps simplify end to end Construction and Architecture project management.,12.9715987,77.5945627
Delhivery,2021,Gurugram,Logistics & Supply Chain,1890000000,"Bhavesh Manglani, Kapil Bharati, Mohit Tandon, Sahil Barua, Suraj Saharan","Fidelity, GIC",270000000,Series H,"Delhivery is a supply chain services company that provides transportation, warehousing, freight, and order fulfillment services.",28.4594965,77.0266383
Avishkaar,2021,New Delhi,EdtTech,4200000,"Rajeev Gaba, Tarun Bhalla",Auxano,600000,Pre-series A,India's leading Ed-Tech startup spearheading the Maker Revolution in the sub-continent,28.6139391,77.2090212
Breathe Well-being,2021,New Delhi,Health Care,7000000,"Aditya Kaicker, Rohan Verma","Stanford Angels and Entrepreneurs India, Anjali Bansal",1000000,Pre-series A,Breathe Wellbeing is an interactive and personalized platform that helps organization increase employee engagement and productivity.,28.6139391,77.2090212
Good Health Clinic,2021,Hyderabad,Health Care,35000000,Samarth Sindhi,Khosla Ventures,5000000,,Full Stack Digital Health Clinic,17.385044,78.486671
Urban Company,2021,New Delhi,Home Decor,1750000000,"Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan","Vy Capital, Wellington Management",250000000,Series F,Urban Company is an India-based company providing a marketplace for freelance labor.,28.6139391,77.2090212
MYBYK,2021,Ahmadabad,Rental,7000000,Arjit Soni,Avon Cycles,1000000,Pre-series A,MYBYK is an app that provides premium bicycle sharing and rental service.,23.022505,72.5713621
Locus,2021,Bangalore,Logistics & Supply Chain,350000000,"Geet Garg, Nishith Rastogi","Blume Ventures, Exfinity Venture Partners",50000000,Series C,Locus is an intelligent decision-making and automation platform for logistics.,12.9715987,77.5945627
Crejo.Fun,2021,Bangalore,EdtTech,21000000,Vikas Bansal,"Matrix Partners India, 021 Capital",3000000,Seed,Crejo.Fun is a digital extracurricular learning platform being built with an intent to help children discover their passions and interests through creative learning.,12.9715987,77.5945627
Bambinos,2021,Bangalore,EdtTech,3500000,"Ashish Gupta, Ankit Hetamsaria","HNIs, Angels",500000,Seed,Cohort based extracurricular course for kids,12.9715987,77.5945627
KreditBee,2021,Bangalore,Fintech,56000000,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","NewQuest Capital Partners, Motilal Oswal Private Equity",8000000,,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,12.9715987,77.5945627
Spardha,2021,Pune,EdtTech,2800000,"Saurabh Srivastav, Amrita Srivastav",Inflection Point Ventures,400000,Pre-series A1,"Spardha School Of Music, Spardha Academy, Spardha Online are associated marks with Spardha Learnings Private Limited.",18.5204303,73.8567437
Holisol,2021,New Delhi,Logistics & Supply Chain,21000000,"Manish Ahuja, Naveen Rawat, Rahul Dogar","BlackSoil, CLSA Capital Partners",3000000,,HoliSol Logistics Is a Supply Chain Operations Company!,28.6139391,77.2090212
Now&Me,2021,New Delhi,Health Care,7000000,"Bani Singh, Drishti Gupta","Saama, Whiteboard Capital",1000000,,"Now&Me is a safe cocoon in the form of discussion forums, for you to let out your most intimate thoughts.",28.6139391,77.2090212
Fyllo,2021,Bangalore,AgriTech,2800000,"Sudhanshu Rai, Sumit Sheoran","Indian Angel Network, Titan Capital, Lead Angels",400000,Seed,Fyllo brings farms on palms by installing on field devices and actions on top of this data.,12.9715987,77.5945627
Blaer Motors,2021,Chennai,Mobility,2100000,Abinesh Ekambaram,The Chennai Angels,300000,,Meant to augment human power and not completely replace it,13.0826802,80.2707184
Swiflearn,2021,Gurugram,EdtTech,21000000,"Abhinav Agarwal, Anand Bakode","Venture Highway, Stellaris Venture Partners",3000000,Pre-series A,Swiflearn provides online tuition classes to small batches to ensure personalised learning.,28.4594965,77.0266383
QuickSell,2021,Mumbai,E-commerce,14000000,Deepak Bhagchandani,"Sanjay Baldwa, Ajay Jain",2000000,Pre-series A,B2B Mobile Commerce Platform,19.0759837,72.8776559
Truemeds,2021,Mumbai,Health Care,35000000,"Akshat Nayyar, Kunal Wani",InfoEdge,5000000,Series A,Truemeds is a health-tech startup.,19.0759837,72.8776559
Candes,2021,New Delhi,E-commerce,21000000,"Sandeep Aggarwal, Vipin Aggarwal","Nitin Passi, Ruchirans Jaipuria",3000000,,Candes is a home appliances company providing a complete range of home & kitchen electrical appliances at affordable prices.,28.6139391,77.2090212
MediBuddy,2021,Bangalore,Health Care,21000000,"Satish Kannan, Enbasekar","Stride Ventures, InnoVen Capital",3000000,,"MediBuddy is a digital healthcare platform for inpatient hospitalization, outpatient services, and corporate wellness benefits.",12.9715987,77.5945627
F5,2021,New Delhi,Food & Beverages,2100000,"Lalit Aggarwal, Raghav Arora","Venture Catalysts, Jeevak Gupta",300000,Pre-series A,F5 is a foods and beverages company.,28.6139391,77.2090212
Capital Float,2021,Bangalore,Fintech,42000000,"Gaurav Hinduja, Sashank Rishyasringa","Triodos Investment Management, SAIF Partners",6000000,,Capital Float is an online platform that provides working capital finance to SMEs in India.,12.9715987,77.5945627
IntelleWings,2021,Panchkula,Information Technology,700000,Pramod Sharma,,100000,Seed,"IntelleWings develops Sanctions & Anti-money laundering solutions with a clear, concise, and fresh perspective.",30.6942091,76.860565
Shyplite,2021,New Delhi,Logistics & Supply Chain,7000000,"Nisschal Jain,  Sugam Jain, Parinay Itkan",N+1 Capital,1000000,,Enable E-retailers to automate their logistics and increase efficiency in shipments by providing a single window shipping platform,28.6139391,77.2090212
Refyne,2021,Bangalore,Fintech,140000000,"Chitresh Sharma, Apoorv Kumar","DST Global, RTP Global",20000000,Series A,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to employees.,12.9715987,77.5945627
Greenjoules,2021,Pune,Renewable Energy,31500000,"R. Sethunath, V S Shridhar, V. Radhika, Viraraghavan Sankaran",Blue Ashva Capital,4500000,Series A,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.,18.5204303,73.8567437
MentorKart,2021,New Delhi,Consulting,1050000,"Ashish Khare, SK Mohanty","Amit Singal, Manish Aggarwal",150000,Seed,MentorKart? helps to fulfil dreams and take that big step towards success.,28.6139391,77.2090212
Leverage Edu,2021,New Delhi,EdtTech,14000000,Akshay Chaturvedi,"Trifecta Capital Advisors, Blume Ventures",2000000,Debt,AI-enabled marketplace designed to help students with their higher education and career growth plans,28.6139391,77.2090212
Kale Logistics,2021,Thane,Logistics & Supply Chain,35000000,"Amar More, Vipul Jain",Inflexor Ventures,5000000,Series A,Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.,19.2183307,72.9780897
Cell Propulsion,2021,Bangalore,Electric Vehicle,14000000,"Nakul Kukar, Paras Kaushal",growX ventures,2000000,,Cell Propulsion is a fleet electrification company developing solutions for large scale electrification of commercial vehicle fleets.,12.9715987,77.5945627
Pee Safe,2021,Gurugram,Health Care,21000000,"Dheeraj Jain, Srijana Bagaria, Vikas Bagaria","Shaival Desai, Alkemi Venture Partners",3000000,Pre-series B,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.,28.4594965,77.0266383
Chqbook,2021,New Delhi,Fintech,7000000,"Mohit Goel, Rajat Kumar, Sachin Arora, Vipul Sharma","Aavishkaar Venture Capital, YWC Venture Capital",1000000,,"Chqbook is a fintech startup that allows customers to explore, compare, book and get personal finance products.",28.6139391,77.2090212
Dropshop,2021,Bangalore,Logistics & Supply Chain,7000000,"Udit Dhawan, Rohit Fernandes, Ravi Teja",Inflection Point Ventures,1000000,Pre-series A,Building technology to make distribution efficient and cheaper for large and small FMCG companies,12.9715987,77.5945627
Jumbotail,2021,Bangalore,E-commerce,28000000,"Ashish Jhina, Karthik Venkateswaran",Alteria Capital,4000000,Debt,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,12.9715987,77.5945627
BYJU'S,2021,Bangalore,EdtTech,2450000000,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital",350000000,,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,12.9715987,77.5945627
Power Gummies,2021,New Delhi,Nutrition,7000000,Divij Bajaj,"Venture Catalysts, 9unicorns",1000000,,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,28.6139391,77.2090212
Convosight,2021,New Delhi,SaaS,63000000,Tarun Dhamija,Qualgro,9000000,Series A,A mission - to help community builders become community entrepreneurs.,28.6139391,77.2090212
Junio,2021,New Delhi,Fintech,4200000,Ankit Gera,"Amit Lakhotia, Pravin Jadhav",600000,Seed,Junio is a kids-focused digital pocket money-smart card.,28.6139391,77.2090212
Flexmoney,2021,Mumbai,Fintech,33600000,Yezdi Lashkari,Pravega Ventures,4800000,Series A,"Flexmoney?s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance",19.0759837,72.8776559
Fampay,2021,Bangalore,Fintech,266000000,"Kush Taneja, Sambhav Jain","Greenoaks Capital, Elevation Capital",38000000,Series A,India's first numberless card and UPI without a bank account,12.9715987,77.5945627
Apna,2021,Bangalore,HR tech,490000000,Nirmit Parikh,"Sequoia Capital India, rocketship.vc",70000000,Series B,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level,12.9715987,77.5945627
BrowserStack,2021,Mumbai,SaaS,1400000000,"Nakul Aggarwal, Ritesh Arora",Accel,200000000,Series B,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.,19.0759837,72.8776559
Vital,2021,New Delhi,Insurtech,21000000,Rahul Kumar,BLinC Invest,3000000,Pre-series A,"An affordable, digital health plan built around to cover both big and small expenses",28.6139391,77.2090212
Samaaro,2021,Bangalore,SaaS,875000,"Mayank Banka, Purnank Prakash, Skandha Gopalan","Chaitanya Kalipatnapu, Kedar Gavane",125000,,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience",12.9715987,77.5945627
MSMEx,2021,Andheri,EdtTech,7000000,"Amit Kumar, Vishal Kumar, Dilip Kumar, Khushboo Arora, Kumar Sambhav","TNF Ventures, Razorpay",1000000,Pre-series A,MSMEx connects micro and small Business Owners with curated Business Experts over live video.,19.113645,72.8697339
RenewBuy,2021,Gurugram,Insurtech,315000000,"Balachander Sekhar, Sandeep Nanda","Lok Capital, IIFL Asset Management",45000000,Series C,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,28.4594965,77.0266383
Superplum,2021,Noida,AgriTech,26600000,Shobhit Gupta,Marquee investors,3800000,Pre-series A,Building India's most sophisticated platform for high quality fresh food,28.5355161,77.3910265
Upside AI,2021,Mumbai,Fintech,8400000,"Kanika Agarrwal, Nikhil Hooda, Atanuu Agarrwal",Endiya Partners,1200000,Seed,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,19.0759837,72.8776559
Skillmatics,2021,Mumbai,EdtTech,42000000,Dhvanil Sheth,Sequoia Capital India,6000000,Series A,Skillmatics develops learning games for pre-school and primary school kids aged under 10,19.0759837,72.8776559
Bimaplan,2021,Bangalore,Insurtech,17500000,Vikul Goyal,"Roshan Abbas, Ritesh Malik",2500000,Pre-series A,Affordable insurance for the next billion Indians,12.9715987,77.5945627
Bueno Finance,2021,Gurugram,Fintech,21000000,"Saurav Gandhi, Sandeep Arora","Goat Capital, JAM Fund",3000000,Seed,Bueno Gig Growth Technologies Pvt Ltd ("Bueno Finance") is a financial services platform which aims is to help improve the financial health of customers.,28.4594965,77.0266383
CityMall,2021,Gurugram,E-commerce,154000000,"Angad Kikla, Naisheel Verdhan","General Catalyst, Jungle Ventures",22000000,Series B,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,28.4594965,77.0266383
BYJU?S,2021,Bangalore,EdtTech,350000000,"Byju Raveendran, Divya Gokulnath","Blackstone Group, ADQ",50000000,,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,12.9715987,77.5945627
India Quotient,2021,Mumbai,Venture capitalist,448000000,"Anand Lunia, Madhukar Sinha",,64000000,,India Quotient is a new type of early stage investor. We fund companies building disruptive businesses aimed at Indian consumers. We're,19.0759837,72.8776559
Anvidha Technologies,2021,Haryana,Technology,10500000,Ganesh ranganathan iyer,,1500000,Seed,Anvidha Technologies Private Limited is a HARYANA based private ltd.,29.4528769,76.28486103
BigLeap,2021,Hyderabad,Recruitment,4200000,"Jamesh Johnson, Sainath Malkapuram Goud",Anup Kumar Yama,600000,,BigLeap Technologies & Solutions is focused on providing viable offshore consultancy services for enterprises looking to grow their business.,17.385044,78.486671
Kazam,2021,Bangalore,Electric Vehicle,6300000,"Akshay Shekhar, Vaibhav Tyagi",Inflection Point Ventures,900000,Seed,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops",12.9715987,77.5945627
BimaPe,2021,Mumbai,Fintech,3500000,Rahul Mathur,"iSeed, Titan Capital",500000,Pre-seed,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',19.0759837,72.8776559
Synapsica,2021,New Delhi,Health Care,28000000,"Meenakshi Singh, Dr Cherian, Kuldeep Singh Chauhan","IvyCap Ventures, Endiya Partners",4000000,Series A,Artificial Intelligence tools to make quality diagnostic assessment available for all.,28.6139391,77.2090212
Plutomen,2021,Ahmadabad,AR/VR,2100000,Keyur Bhalavat,"GUSEC Seed Fund, DeVX Venture Fund",300000,,Plutomen Technologies Pvt Ltd founded in Nov 2016 is recognized start-up by DIPP in the field of Emerging Technology.,23.022505,72.5713621
GoMechanic,2021,Gurugram,Electric Vehicle,294000000,Kushal Karwa,"Tiger Global, Sequoia",42000000,Series C,"GoMechanic is India?s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",28.4594965,77.0266383
Grinntech,2021,Chennai,Electric Vehicle,14000000,"Nikhilesh Mishra, Puneet Jain",,2000000,,"Grinntech is an investor backed, growth phase start-up, leading on all front of battery design for EV applications.",13.0826802,80.2707184
Nobel Hygiene,2021,Mumbai,Health Care,420000000,Johari Kamal,Quadria Capital,60000000,,"Nobel Hygiene is one of the leading disposable hygiene care products manufacturer in the country with an ISO 9001:2015 and CE certification, headquartered in Mumbai.",19.0759837,72.8776559
Classplus,2021,Noida,EdtTech,455000000,"Mukul Rustagi, Bhaswat Agarwal",Tiger Global,65000000,Series C,Classplus was born out of an urge to redefine classroom engagement in this country.,28.5355161,77.3910265
WINDO,2021,Hyderabad,E-commerce,3500000,"Silus Reddy Chintapalli, Rakesh Vaddadi",Unicorn India Ventures,500000,Seed,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,17.385044,78.486671
GoBolt,2021,Gurugram,Logistics & Supply Chain,140000000,"Naitik Baghla, Parag Aggarwal, Sumit Sharma","Paragon Partners, Aavishkaar Capital",20000000,Series B,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.",28.4594965,77.0266383
Loco,2021,Bangalore,Gaming,63000000,"Anirudh Pandita, Ashwin Suresh","Krafton, Lumikai",9000000,Seed,Loco is India's leading live game streaming app.,12.9715987,77.5945627
Auric,2021,New Delhi,Health Care,14000000,Deepak Agarwal,Venture Catalysts,2000000,Pre-series A,Contemporary Beauty & Wellness Brand Based on Ayurveda,28.6139391,77.2090212
Edmingle,2021,Bangalore,EdtTech,2100000,Gaurav Doshi,"Indovation Fund, Mumbai Angels",300000,,Edmingle is a platform for all educators who want to launch their courses and sell them online.,12.9715987,77.5945627
Slice,2021,Bangalore,Fintech,140000000,Rajan Bajaj,"Gunosy, Blume Ventures",20000000,,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.",12.9715987,77.5945627
Airblack,2021,Gurugram,Information Technology,36400000,"Videt Jaiswal, Vaibhav Raj Gupta","Edge Ventures, Elevation Capital",5200000,Series A,Airblack is on a mission to help people convert their passion to a livelihood.,28.4594965,77.0266383
Detect Technologies,2021,Chennai,Automation,84000000,Daniel Raj David,"Accel Partners, Elevation Capital",12000000,,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,13.0826802,80.2707184
CredR,2021,Bangalore,Electric Vehicle,45500000,Sasidhar Nandigam,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures",6500000,,CredR is India?s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.,12.9715987,77.5945627
TABLT,2021,Kolkata,Health Care,21000000,Anish Agarwal,Siti Cable,3000000,Seies A,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,22.572646,88.363895
Hesa,2021,Hyderabad,Information Technology,14000000,"Vamsi Udayagiri, Hema Nandiraju","Venture Catalysts, 9unicorns",2000000,Seed,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world?s largest customer base that resides in rural India.,17.385044,78.486671
Nalanda Learning,2021,Kolkata,EdtTech,35000000,Tamal Mukherjee,Aavishkaar Capital,5000000,,India's 1st Online Preschool with Blended Learning Model,22.572646,88.363895
Knackit,2021,Bangalore,Information Technology,700000,"Pranjal Kumar, Akanksha Bhardwaj",Jyoti Bansal,100000,,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,12.9715987,77.5945627
Treebo Hotels,2021,Bangalore,Hospitality,112000000,"Sidharth Gupta, Kadam Jeet Jain, Rahul Chaudhary",Accor,16000000,Series D,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,12.9715987,77.5945627
Raptee Energy,2021,Chennai,Electric Vehicle,4900000,Phunith Kumar,,700000,,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,13.0826802,80.2707184
Meddo,2021,Gurugram,Health Care,42000000,"Saurabh Kochhar, Dr Naveen Nishchal","SRI Capital, Picus Capital, Alkemi Capital",6000000,,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,28.4594965,77.0266383
SkilloVilla,2021,Bangalore,EdtTech,2100000,"Ronak Agrawal, Rajat Agrawal, Deepak Kharol",Titan Capital,300000,Seed,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,12.9715987,77.5945627
Cancer Clinics,2021,Telugana,Health Care,10500000,"Sonali Srungaram, Sasi Sunkara",Axilor,1500000,Pre-series A,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",18.1124372,79.0192997
Velocity,2021,Bangalore,Fintech,9100000,"Abhiroop Medhekar, Atul Khichariya, Saurav Swaroop",Valar Ventures,1300000,Seed,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,12.9715987,77.5945627
Happy Jars,2021,New Delhi,Food & Beverages,2800000,"Surabhi Talwar, Vikram Sekhar",Inflection Point Ventures,400000,Seed,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",28.6139391,77.2090212
Inshorts,2021,Noida,Media,280000000,"Anunay Pandey, Azhar Iqubal, Deepit Purkayastha","Addition, SIG Global India Fund",40000000,,Inshorts is a news aggregator application that collects and summarizes news based on user behavior and preferences.,28.5355161,77.3910265
Zotalabs,2021,Pune,Technology,8750000,"Nausherwan Shah, Wasim Khan",Alfa Ventures,1250000,Seed,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,18.5204303,73.8567437
Voiro,2021,Bangalore,Advertisement,12600000,"Anand Gopal, Kavita Shenoy",1Crowd,1800000,Pre-series A,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,12.9715987,77.5945627
Dream Sports,2021,Mumbai,Gaming,2800000000,"Bhavit Sheth, Harsh Jain","TCV, D1 Capital Partners, Falcon Edge.",400000000,,"Dream Sports is India?s leading sports technology company with brands such as Dream11, FanCode, DreamX and DreamSetGo in its portfolio.",19.0759837,72.8776559
Safex Chemicals,2021,New Delhi,AgriTech,350000000,"SK Jindal, SK Chaudhary",BanyanTree Finance Pvt. Ltd.,50000000,,Safex Chemicals India Ltd is a leading company having a strong foothold in the Indian agrochemicals industry.,28.6139391,77.2090212
Rupifi,2021,Bangalore,Fintech,28700000,Anubhav Jain,Quona Capital,4100000,Pre-series A,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,12.9715987,77.5945627
Moneyboxx,2021,Mumbai,Fintech,21000000,Deepak Aggarwal,"Ashv Finance, BlackSoil Capital",3000000,Debt,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,19.0759837,72.8776559
CityMall,2021,Gurugram,E-commerce,77000000,"Angad Kikla, Divij Goyal","WaterBridge Ventures, SAIF Partners",11000000,Series A,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,28.4594965,77.0266383
Janani,2021,Bangalore,Health Care,7000000,Nilay Mehrotra,"Sweta Rau, 9Unicorns Accelerator Fund",1000000,Seed,Janani.ai is a fertility care provider.,12.9715987,77.5945627
ReshaMandi,2021,Bangalore,AgriTech,11900000,Utkarsh Apoorva,"Omnivore, Strive Ventures",1700000,Seed,India's 1st award winning technology led digital ecosystem for Silk,12.9715987,77.5945627
DotPe,2021,Gurugram,Fintech,189000000,"Anurag Gupta, Gyanesh Sharma, Shailaz Nag","PayU, Google",27000000,Series A,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,28.4594965,77.0266383
Five Star Finance,2021,Chennai,Fintech,1638000000,V K Ranganathan,"TPG Capital Asia, Epiq Capital",234000000,,Five-Star is a Registered Non Banking Finance Company (NBFC) with Reserve Bank of India (RBI).,13.0826802,80.2707184
BYJU'S,2021,Bangalore,EdtTech,3220000000,"Byju Raveendran, Divya Gokulnath","BlackRock, Owl Ventures",460000000,Series F,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,12.9715987,77.5945627
Annapurna Finance,2021,Bhubaneswar,Fintech,210000000,Gobinda Chandra Pattnaik,"Asian Development Bank, Oman India Joint Investment Fund",30000000,,Annapurna Microfinance is a microfinance venture that works for the financial and economic upliftment of underserved and unreached women.,20.2960587,85.8245398
HealthPlix,2021,Bangalore,Health Care,94500000,"Raghuraj Sunder Raju, Sandeep Gudibanda","JSW Ventures, Kalaari Capital",13500000,Series B,HealthPlix is a healthtech startup,12.9715987,77.5945627
Masai School,2021,Bangalore,EdtTech,35000000,Prateek Shukla,"Unitus Ventures, Omidyar Network India",5000000,Series A,Masai School is a job-oriented software training services.,12.9715987,77.5945627
IndiaLends,2021,New Delhi,Fintech,35700000,"Gaurav Chopra, Mayank Kachhwaha","ACPI Investments, AdvantEdge Founders",5100000,,IndiaLends is a digital lending and borrowing marketplace.,28.6139391,77.2090212
Stelis Biopharma,2021,Bangalore,Biotechnology,1365000000,Pudhucode Radhakrishnan Kannan,"RouteOne, Mankekar Family Office",195000000,Series B,Stelis Biopharma is a vertically integrated biopharmaceutical company.,12.9715987,77.5945627
Tilt,2021,Bangalore,Rental,875000,Deepak VS,Y Combinator,125000,,A bike-share for Indian campuses,12.9715987,77.5945627
NeoDove,2021,Jaipur,Artificial Intelligence,105000000,Aprit Khandelwal,India Quotient,15000000,Seed,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",26.9124336,75.7872709
Zaara Biotech,2021,Kottayam,Biotechnology,70000000,Najeeb Bin Haneef,TCN International Commerce,10000000,,India's First Algal-seaweed Biotechnology Students' Startup in collaboration with ICAR- Central Institute of fisheries and Technology,9.5915668,76.5221531
KreditBee,2021,Bangalore,Fintech,525000000,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","Alpine Capital, PremjiInvest",75000000,Seed,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,12.9715987,77.5945627
True Balance,2021,Gurugram,Fintech,70000000,"Cheolwon Lee, Jay Yi, Martin Lee","Bon Angels Venture Partners, Daesung Private Equity",10000000,Debt,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,28.4594965,77.0266383
Muvin,2021,Bangalore,Fintech,7000000,Mukund V Rao,,1000000,Seed,Youth Neobank enabling financial solutions for the teenagers and young people,12.9715987,77.5945627
FloBiz,2021,Bangalore,Technology,70000000,Rahul Raj,Elevation Capital,10000000,Series A,India?s first neobusiness platform,12.9715987,77.5945627
Jeevam Health,2021,New Delhi,Health Care,10500000,"Kamran alam, Piyush vishwakarma",Y Combinator,1500000,Pre-seed,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,28.6139391,77.2090212
NewLink Group,2021,Beijing,Technology,1400000000,"Yang Wang, Zhen Dai",Bain Capital,200000000,,Developer of an energy management and transportation digital platform designed to streamline the energy supply chain,39.904211,116.407395
OZiva,2021,Mumbai,Health Care,84000000,"Aarti, Mihir Gadani","F-Prime Capital, Eight Roads Ventures India",12000000,Series B,OZiva is a plant-based Clean Nutrition Brand.,19.0759837,72.8776559
Blive,2021,Panaji,Travel,7000000,"Samarth Kholkar, Sandeep Mukherjee","Mumbai Angels, DNA Entertainment Networks",1000000,Pre-series A,B: Live is an electric vehicle tourism startup.,15.4909301,73.8278496
Nazara Technologies,2021,Mumbai,Gaming,210000000,Nitish Mittersain,"Hornbill Capital Advisers, Plutus Wealth Management",30000000,,"Nazara Technologies develops mobile content such as games, themes, wallpapers, and multimedia.",19.0759837,72.8776559
Euler Motors,2021,New Delhi,Electric Vehicle,18200000,Saurav Kumar,"ADB Ventures, Jetty Ventures",2600000,Series A,Electric Light Commercial Vehicle,28.6139391,77.2090212
Chirrup,2021,Bangalore,Gaming,2100000,"Vipul Garg, Sourav Lashkari, Mehul Mittal","Titan Capital, iSeed, First Cheque, 3.0 Fund.",300000,Pre-seed,Video integrated social-gaming platform,12.9715987,77.5945627
